accuracy,backbone,brier,detector_trigger_step,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.8363636363636363,gat,0.25355060712634375,,,0.13000726663705073,0.25,0.8365217391304348,source_only,0.4683960974216461,8.199989679269493e-06,1,homophily_shift
0.8242424242424242,gat,0.24549756163575207,,,0.07436277866363526,0.25,0.8238739866069058,entropy_all_nodes,0.43962371349334717,0.5820257000013953,1,homophily_shift
0.8303030303030303,gat,0.24847624785197622,,False,0.07486186894503506,0.25,0.8305734138580427,full_method,0.4411785304546356,2.64420889999019,1,homophily_shift
0.6666666666666666,gat,0.46815492024322564,,,0.08654388243501836,0.5,0.6656440511307768,source_only,0.8034092783927917,6.599992047995329e-06,1,homophily_shift
0.6606060606060606,gat,0.47430320065475906,,,0.0643998769196597,0.5,0.6586885123094676,entropy_all_nodes,0.8121786117553711,0.46198069999809377,1,homophily_shift
0.6424242424242425,gat,0.48173385723852985,58,True,0.0812672197818756,0.5,0.6381226053639847,full_method,0.8225855827331543,5.3379503000032855,1,homophily_shift
0.9878787878787879,gat,0.02458353247051311,,,0.06513504584630331,0.0,0.9878782869608557,source_only,0.08305912464857101,6.000002031214535e-06,2,clean
0.9939393939393939,gat,0.01946586550649232,,,0.0470200701193376,0.0,0.9939388930214618,entropy_all_nodes,0.06294543296098709,0.4467881999880774,2,clean
0.9939393939393939,gat,0.020002963290535785,,False,0.04914969639344649,0.0,0.9939388930214618,full_method,0.06521695107221603,2.139877499997965,2,clean
0.9878787878787879,gat,0.02804145531798729,,,0.06821034424232714,0.45,0.9878782869608558,source_only,0.08983509242534637,5.199995939619839e-06,2,feature_noise
0.9878787878787879,gat,0.022957092111593688,,,0.05248466368877526,0.45,0.9878782869608558,entropy_all_nodes,0.0705229640007019,0.49098180000146385,2,feature_noise
