accuracy,brier,cov_r_e,ece,intensity,mean_reliability,method,regime,runtime_seconds,seed,selected_fraction,shift
0.9939393939393939,0.015548296101929322,-0.005363643433642115,0.018084916562745065,0.45,0.44014248310238185,no_source_consistency,in_envelope,0.7392931999929715,2,0.39999999999999986,feature_noise
0.9939393939393939,0.015546849907426035,-0.005448486323196535,0.01969962011684071,0.45,0.44617089796804615,no_degree_prior,in_envelope,0.7140086999861524,2,0.39999999999999986,feature_noise
0.9757575757575757,0.030477130356655526,-0.007854345791564531,0.0267733942378651,0.15,0.42681622495937116,full_method,in_envelope,0.7203441000019666,2,0.39999999999999986,edge_drop
0.9696969696969697,0.03060150636545218,-0.006454017509103129,0.026698519966819073,0.15,0.4244655596048361,no_confidence,in_envelope,0.6642330999893602,2,0.39999999999999986,edge_drop
0.9696969696969697,0.03055135347637773,-0.008017905918491875,0.02670170104864872,0.15,0.44323325999596525,no_neighborhood_agreement,in_envelope,0.4971889999869745,2,0.39999999999999986,edge_drop
0.9757575757575757,0.030473363242764017,-0.00783956289756363,0.02677643010110566,0.15,0.42656426805916925,no_structural_stability,in_envelope,0.3993248999759089,2,0.39999999999999986,edge_drop
0.9757575757575757,0.030477169413048507,-0.007854345791564533,0.02677338376189723,0.15,0.42681579480803433,no_source_consistency,in_envelope,0.6796646000002511,2,0.39999999999999986,edge_drop
0.9757575757575757,0.030458145633158306,-0.007979614746110114,0.026785154053659152,0.15,0.4346349356547786,no_degree_prior,in_envelope,0.6972565999894869,2,0.39999999999999986,edge_drop
0.9636363636363636,0.050549120772792534,-0.012346711346279349,0.025039768580234413,0.35,0.43313144553233457,full_method,in_envelope,0.7108704999845941,2,0.39999999999999986,edge_drop
0.9636363636363636,0.050162894296886494,-0.011071780440191257,0.02337704499562581,0.35,0.44222426710695134,no_confidence,in_envelope,0.6429293000255711,2,0.39999999999999986,edge_drop
0.9636363636363636,0.050560909616126394,-0.011733927842221456,0.025043712240276916,0.35,0.44417339768961345,no_neighborhood_agreement,in_envelope,0.49500980001175776,2,0.39999999999999986,edge_drop
0.9636363636363636,0.05055732445267299,-0.012343297715991386,0.025040497924342296,0.35,0.43346396623466227,no_structural_stability,in_envelope,0.35647110000718385,2,0.39999999999999986,edge_drop
0.9636363636363636,0.05054908969783777,-0.012346711346279349,0.02503976063294844,0.35,0.43313149145277835,no_source_consistency,in_envelope,0.6479350000154227,2,0.39999999999999986,edge_drop
0.9636363636363636,0.0506804277441408,-0.012336925151838294,0.025058349696072662,0.35,0.43190018097765387,no_degree_prior,in_envelope,0.6810956999834161,2,0.39999999999999986,edge_drop
0.9696969696969697,0.033973654109167695,-0.009550229483980458,0.03128826293078336,0.15,0.4319688244233991,full_method,in_envelope,0.6717789000249468,2,0.39999999999999986,edge_add
0.9696969696969697,0.03389731280947244,-0.006620964591560383,0.031411833112890065,0.15,0.4465987904750702,no_confidence,in_envelope,0.7493736000033095,2,0.39999999999999986,edge_add
0.9696969696969697,0.03401353692234675,-0.009670687259085807,0.03123419176448475,0.15,0.4310290612177362,no_neighborhood_agreement,in_envelope,0.5117135999898892,2,0.39999999999999986,edge_add
0.9696969696969697,0.03397524844454196,-0.009563160755491925,0.031288675105932987,0.15,0.43215336014077343,no_structural_stability,in_envelope,0.3956504999950994,2,0.39999999999999986,edge_add
