accuracy,brier,dataset,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.8564500484966052,0.22500935640759628,coauthor_cs,,0.05208788281363701,0.15,0.6991505520797077,tent_full,0.6094905515385589,3.6826572000281885,0,edge_drop
0.853055286129971,0.23066206366220612,coauthor_cs,,0.046941841919586225,0.15,0.6935329150848062,eata_full,0.6247466673689294,6.481547600007616,0,edge_drop
0.8695441319107663,0.19613828269771338,coauthor_cs,,0.015260454749730715,0.15,0.7241095431758496,matcha_full,0.49393947056770443,3.42023980000522,0,edge_drop
0.871968962172648,0.19218739285346328,coauthor_cs,False,0.01951290740201265,0.15,0.7253056064501029,full_method,0.48396596834809363,38.74057979998179,0,edge_drop
0.8617846750727449,0.20756965101673738,coauthor_cs,,0.027812570271784378,0.0,0.7170856289350908,source_only,0.5286981793662,0.0,1,clean
0.8685741998060136,0.20247540179603876,coauthor_cs,,0.03351848409249186,0.0,0.7267692258019361,tent_full,0.5375324352557916,3.995811600005254,1,clean
0.8627546071774975,0.2083766174521016,coauthor_cs,,0.03255986901091632,0.0,0.7157988539139579,eata_full,0.5552414987147798,6.791230500093661,1,clean
0.8743937924345296,0.18621530327267666,coauthor_cs,,0.022869354123529424,0.0,0.7265214277271309,matcha_full,0.46957058561164444,3.520555799943395,1,clean
0.876333656644035,0.184891302370084,coauthor_cs,False,0.01816060026378899,0.0,0.734885825324916,full_method,0.46430056936958364,39.33339729998261,1,clean
0.8549951503394763,0.2166926115690098,coauthor_cs,,0.02266864505045406,0.15,0.7107145919298186,source_only,0.551064217014456,0.0,1,edge_drop
0.8608147429679922,0.21220204019485503,coauthor_cs,,0.040808477735934434,0.15,0.7186404172216643,tent_full,0.5615919233031097,3.4291818999918178,1,edge_drop
0.8559650824442289,0.21840991320190234,coauthor_cs,,0.03834297293796114,0.15,0.7082008269970095,eata_full,0.5794435705004156,6.506538999965414,1,edge_drop
0.8714839961202716,0.1920952353587077,coauthor_cs,,0.025270302986348483,0.15,0.7261298593200058,matcha_full,0.4862750215553038,3.3516153999371454,1,edge_drop
0.8690591658583899,0.19263670834006047,coauthor_cs,False,0.020216967945328734,0.15,0.7275714784255863,full_method,0.48614921620482426,37.72907550004311,1,edge_drop
0.8596412556053812,0.22884311181439784,amazon_photo,,0.056365708907178236,0.0,0.6112674215702372,source_only,0.532540183268215,0.0,0,clean
0.842152466367713,0.2573839299287955,amazon_photo,,0.07280083778058827,0.0,0.5797391942877514,tent_full,0.7179749942781475,0.6572730999905616,0,clean
0.8192825112107623,0.2882860806966536,amazon_photo,,0.0836382433803502,0.0,0.5688089616466577,eata_full,0.7940723393466984,1.2409749999642372,0,clean
0.8775784753363228,0.20227023034886069,amazon_photo,,0.055126455885694904,0.0,0.6225749541574354,matcha_full,0.47183931184824335,1.1267729001119733,0,clean
0.8874439461883408,0.17834516869742992,amazon_photo,False,0.03914057473739348,0.0,0.6129868122454891,full_method,0.41031112043418805,6.028781199944206,0,clean
0.8686098654708521,0.24977987425203008,amazon_photo,,0.14291509641977282,0.15,0.6188890816828284,source_only,0.608171922070659,0.0,0,edge_drop
0.8551569506726457,0.23388736184329434,amazon_photo,,0.046471947461743386,0.15,0.60311132683664,tent_full,0.648439616959936,0.6145236999727786,0,edge_drop
0.8354260089686099,0.265288840564041,amazon_photo,,0.055197342854307205,0.15,0.5909935759526419,eata_full,0.7224364246429685,1.1320854999357834,0,edge_drop
0.8986547085201794,0.17907052494913683,amazon_photo,,0.08504100523454876,0.15,0.6336559616765884,matcha_full,0.44186616189217337,1.083840399980545,0,edge_drop
