delta_self,delta_tolerance,deployed_acc,intensity,no_detector_acc,phi_tolerance,regime,seed,setting,shift,source_acc,trigger_step,triggered
0.00019520848592122396,0.02,0.9818181818181818,0.35,0.9818181818181818,0.1,in_envelope,3,safety,degree_shift,0.9818181818181818,,False
0.00019520848592122396,0.05,0.9818181818181818,0.35,0.9818181818181818,0.2,in_envelope,3,balanced,degree_shift,0.9818181818181818,,False
0.00019520848592122396,0.2,0.9818181818181818,0.35,0.9818181818181818,0.5,in_envelope,3,aggressive,degree_shift,0.9818181818181818,,False
0.00019520848592122396,0.0003904169718424479,0.9818181818181818,0.35,0.9818181818181818,0.2,in_envelope,3,auto,degree_shift,0.9818181818181818,,False
0.00019520848592122396,0.02,0.6,0.5,0.5333333333333333,0.1,out_envelope,3,safety,homophily_shift,0.6181818181818182,25,True
0.00019520848592122396,0.05,0.5636363636363636,0.5,0.5333333333333333,0.2,out_envelope,3,balanced,homophily_shift,0.6181818181818182,43,True
0.00019520848592122396,0.2,0.5333333333333333,0.5,0.5333333333333333,0.5,out_envelope,3,aggressive,homophily_shift,0.6181818181818182,,False
0.00019520848592122396,0.0003904169718424479,0.6181818181818182,0.5,0.5333333333333333,0.2,out_envelope,3,auto,homophily_shift,0.6181818181818182,2,True
0.0004985365231831868,0.02,0.9696969696969697,0.0,0.9696969696969697,0.1,in_envelope,4,safety,clean,0.9696969696969697,,False
0.0004985365231831868,0.05,0.9696969696969697,0.0,0.9696969696969697,0.2,in_envelope,4,balanced,clean,0.9696969696969697,,False
0.0004985365231831868,0.2,0.9696969696969697,0.0,0.9696969696969697,0.5,in_envelope,4,aggressive,clean,0.9696969696969697,,False
0.0004985365231831868,0.0009970730463663736,0.9696969696969697,0.0,0.9696969696969697,0.2,in_envelope,4,auto,clean,0.9696969696969697,57,True
0.0004985365231831868,0.02,0.9818181818181818,0.45,0.9818181818181818,0.1,in_envelope,4,safety,feature_noise,0.9818181818181818,,False
0.0004985365231831868,0.05,0.9818181818181818,0.45,0.9818181818181818,0.2,in_envelope,4,balanced,feature_noise,0.9818181818181818,,False
0.0004985365231831868,0.2,0.9818181818181818,0.45,0.9818181818181818,0.5,in_envelope,4,aggressive,feature_noise,0.9818181818181818,,False
0.0004985365231831868,0.0009970730463663736,0.9818181818181818,0.45,0.9818181818181818,0.2,in_envelope,4,auto,feature_noise,0.9818181818181818,,False
0.0004985365231831868,0.02,0.9636363636363636,0.35,0.9636363636363636,0.1,in_envelope,4,safety,edge_drop,0.9636363636363636,,False
0.0004985365231831868,0.05,0.9636363636363636,0.35,0.9636363636363636,0.2,in_envelope,4,balanced,edge_drop,0.9636363636363636,,False
0.0004985365231831868,0.2,0.9636363636363636,0.35,0.9636363636363636,0.5,in_envelope,4,aggressive,edge_drop,0.9636363636363636,,False
0.0004985365231831868,0.0009970730463663736,0.9636363636363636,0.35,0.9636363636363636,0.2,in_envelope,4,auto,edge_drop,0.9636363636363636,32,True
0.0004985365231831868,0.02,0.9515151515151515,0.35,0.9515151515151515,0.1,in_envelope,4,safety,edge_add,0.9515151515151515,,False
0.0004985365231831868,0.05,0.9515151515151515,0.35,0.9515151515151515,0.2,in_envelope,4,balanced,edge_add,0.9515151515151515,,False
0.0004985365231831868,0.2,0.9515151515151515,0.35,0.9515151515151515,0.5,in_envelope,4,aggressive,edge_add,0.9515151515151515,,False
0.0004985365231831868,0.0009970730463663736,0.9515151515151515,0.35,0.9515151515151515,0.2,in_envelope,4,auto,edge_add,0.9515151515151515,11,True
0.0004985365231831868,0.02,0.9696969696969697,0.35,0.9696969696969697,0.1,in_envelope,4,safety,degree_shift,0.9696969696969697,,False
0.0004985365231831868,0.05,0.9696969696969697,0.35,0.9696969696969697,0.2,in_envelope,4,balanced,degree_shift,0.9696969696969697,,False
0.0004985365231831868,0.2,0.9696969696969697,0.35,0.9696969696969697,0.5,in_envelope,4,aggressive,degree_shift,0.9696969696969697,,False
0.0004985365231831868,0.0009970730463663736,0.9696969696969697,0.35,0.9696969696969697,0.2,in_envelope,4,auto,degree_shift,0.9696969696969697,57,True
0.0004985365231831868,0.02,0.6181818181818182,0.5,0.6181818181818182,0.1,out_envelope,4,safety,homophily_shift,0.6606060606060606,,False
0.0004985365231831868,0.05,0.6181818181818182,0.5,0.6181818181818182,0.2,out_envelope,4,balanced,homophily_shift,0.6606060606060606,,False
0.0004985365231831868,0.2,0.6181818181818182,0.5,0.6181818181818182,0.5,out_envelope,4,aggressive,homophily_shift,0.6606060606060606,,False
0.0004985365231831868,0.0009970730463663736,0.6484848484848484,0.5,0.6181818181818182,0.2,out_envelope,4,auto,homophily_shift,0.6606060606060606,4,True
