delta_t,drift_high,drift_low,drift_mid,intensity,phi_t,seed,shift,step
0.03147339370025726,0.02967182289931869,0.029959755516569375,0.03478860268488371,0.45,0.02666666666666667,1,feature_noise,41
0.032161282273024984,0.030292458915560316,0.03063206138742891,0.03555932651608573,0.45,0.02666666666666667,1,feature_noise,42
0.03284321545320945,0.030905846067330933,0.03129945562514069,0.03632434466715673,0.45,0.02666666666666667,1,feature_noise,43
0.03351956569822834,0.03151217127956596,0.031962353083785144,0.03708417273133391,0.45,0.02666666666666667,1,feature_noise,44
0.03419007593466824,0.032111282355438586,0.03262047123104317,0.037838474217522955,0.45,0.02666666666666667,1,feature_noise,45
0.0348548730253635,0.032703386093749565,0.03327391161889681,0.038587321363444116,0.45,0.02666666666666667,1,feature_noise,46
0.035513769361836,0.033288309932727356,0.033922543462653,0.039330454690127636,0.45,0.02666666666666667,1,feature_noise,47
0.036166595863150595,0.03386601884509799,0.034566171349834196,0.040067597394519594,0.45,0.02666666666666667,1,feature_noise,48
0.03681652624879957,0.034445886716380714,0.035204840703439655,0.040798851326578345,0.45,0.03,1,feature_noise,49
0.03746442738627961,0.035033166449453645,0.03583707358095334,0.04152304212843183,0.45,0.03,1,feature_noise,50
0.038106009708442135,0.035613148901806,0.03646399672210521,0.042240883501415194,0.45,0.03,1,feature_noise,51
0.03874099078208885,0.036185517363012565,0.037085362974196845,0.04295209200905714,0.45,0.03,1,feature_noise,52
0.03936992642038417,0.03675073758853076,0.037701686501462106,0.04365735517115965,0.45,0.03,1,feature_noise,53
0.03999242103571136,0.03730855911475994,0.03831259809618659,0.04435610589618755,0.45,0.03,1,feature_noise,54
0.04060845017776704,0.03785914435281712,0.03891807303700412,0.045048133143479885,0.45,0.03,1,feature_noise,55
0.04121798043442615,0.03840224599729125,0.03951806808677216,0.045733627219215034,0.45,0.03,1,feature_noise,56
0.04182090399641447,0.03893796320665588,0.040112481825660296,0.04641226695692724,0.45,0.03,1,feature_noise,57
0.042417399396748046,0.03946631104358844,0.04070146604728919,0.0470844210993665,0.45,0.03,1,feature_noise,58
0.04300744999112923,0.039987331489358624,0.04128505678029304,0.04774996170373602,0.45,0.03,1,feature_noise,59
0.0,0.0,0.0,0.0,0.35,0.0,1,edge_add,0
0.00038466010999604894,0.00035616450303677105,0.00038276581787044517,0.0004150500090809306,0.35,0.0033333333333333335,1,edge_add,1
0.0007700265650062802,0.0007114873156276458,0.000767415202235,0.0008311771771561949,0.35,0.0033333333333333335,1,edge_add,2
0.0011557127677612373,0.0010664980794858891,0.0011525906683065301,0.001248049555491293,0.35,0.0033333333333333335,1,edge_add,3
