dataset,backbone,shift,intensity,method,count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,ece_mean,ece_std,brier_mean,brier_std,runtime_seconds_mean,runtime_seconds_std,adapted_steps_mean,adapted_steps_std,mean_reliability_mean,mean_reliability_std,selected_fraction_mean,selected_fraction_std,num_nodes_mean,num_nodes_std,num_edges_mean,num_edges_std
synthetic,gcn,edge_drop,0.35,reliable_entropy,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.08342660069465638,0.02519533408264902,0.018526480055990675,0.0034117231232253242,0.04588260451090259,0.016686194280814706,2.752519300003769,1.5792288743542826,90.0,0.0,0.42985747825918796,0.004255971937845643,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,no_neighborhood_agreement,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.0834851935505867,0.02524148551493618,0.019329571071125214,0.003796639964721734,0.045895364086025056,0.01668196667632448,2.32464702000143,1.63682215982337,90.0,0.0,0.43750281968457455,0.003959907530325091,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,no_structural_stability,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.08341642767190934,0.02518777163825925,0.01852385055451166,0.0034105907377363896,0.04587697666642358,0.01668111772650882,1.4561087800015229,0.7139280479216684,90.0,0.0,0.4298743885782409,0.004211293265899627,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,no_calibration_loss,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.08342657834291459,0.025195345233190544,0.018526454539526078,0.003411689791478678,0.04588258962219817,0.01668619975912889,2.840521239998634,1.4013938802723527,90.0,0.0,0.4298575029689113,0.004255947270999575,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,no_anti_forgetting,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.08342763930559158,0.025232445121436655,0.018523249058496387,0.003417797413192686,0.04588562209321559,0.016708408791539817,2.6976753199996892,1.4790847797850142,90.0,0.0,0.42986112114117453,0.004256706369608337,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,full_method,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.08342660069465638,0.02519533408264902,0.018526480055990675,0.0034117231232253242,0.04588260451090259,0.016686194280814706,2.8343846600007963,1.6119648903942745,90.0,0.0,0.42985747825918796,0.004255971937845643,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_add,0.15,source_only,5,0.9847619047619048,0.013932132226978845,0.984774858317496,0.013904460385248226,0.05660488232970238,0.028658173501448773,0.027345033117703033,0.004848867936800268,0.025999945884465542,0.019346413678321597,5.9800018789246675e-06,1.3196992650420554e-06,0.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2488.8,27.286626761107723
synthetic,gcn,edge_add,0.15,entropy_all_nodes,5,0.9838095238095239,0.013669238185149828,0.9838227203913501,0.013642106800006912,0.05238390192389488,0.029796052924218688,0.02551478431338356,0.005452777629097141,0.024245576348960348,0.019727446516657587,0.8831749399978435,0.5328954339332845,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2488.8,27.286626761107723
synthetic,gcn,edge_add,0.15,tent_entropy,5,0.9838095238095239,0.013669238185149828,0.9838227203913501,0.013642106800006912,0.05231562592089176,0.029813137937822594,0.02545701668376014,0.005432159084089746,0.02422181243924559,0.01973107768306033,0.762338739997358,0.5326726219238996,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2488.8,27.286626761107723
synthetic,gcn,edge_add,0.15,eata_filter,5,0.9847619047619048,0.013932132226978845,0.984774858317496,0.013904460385248226,0.05564531609416008,0.028980913654546452,0.02614483274164654,0.004205654679527859,0.025713356395230126,0.019438312506692035,3.499877340000239,1.5685616323401557,90.0,0.0,0.5464691358024691,0.01490532536645334,0.5464691358024691,0.01490532536645334,360.0,0.0,2488.8,27.286626761107723
synthetic,gcn,edge_add,0.15,graph_tta_consistency,5,0.9838095238095239,0.013669238185149828,0.9838227203913501,0.013642106800006912,0.05657287389039993,0.028682883497731928,0.028206402517500385,0.0035346733970586146,0.025513715271576188,0.01942148515692444,3.542245999997249,1.562391548516336,90.0,0.0,0.42685797580906104,0.005422292504829356,0.3999999999999999,0.0,360.0,0.0,2488.8,27.286626761107723
synthetic,gcn,edge_add,0.15,matcha_reliable,5,0.9828571428571429,0.0155328632669525,0.9828876739695526,0.015471564217912688,0.055929573625326155,0.03049611200087509,0.02733741203943888,0.00456607766563067,0.025900890713703262,0.020357165961805652,3.4866199199983385,1.6265797319764255,90.0,0.0,0.5,0.0,0.5,0.0,360.0,0.0,2488.8,27.286626761107723
